Date Added,ICCID,Device ID,Cycle to Date Usage (MB),In Session,Modem ID,MSISDN,Customer,End Consumer ID,Usage Limit Reached,IMSI,SIM Status,Activated,Operator Account ID,Migrated SIM,Device Type,EID,SIM Profile ID
10/15/2024 11:09 AM GST,8997112212776217881,,0,No,,971831008620853,,,No,424024014187745,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217884,,0,No,,971831008585898,,,No,424024014187748,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217882,,0,No,,971831008372265,,,No,424024014187746,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217883,,0,No,,971831008628267,,,No,424024014187747,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217880,,0,No,,971831008627915,,,No,424024014187744,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217878,,0,No,,971831008680558,,,No,424024014187742,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217876,,0,No,,971831008616932,,,No,424024014187740,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217879,,0,No,,971831008679481,,,No,424024014187743,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217877,,0,No,,971831008642969,,,No,424024014187741,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217875,,0,No,,971831008442365,,,No,424024014187739,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217872,,0,No,,971831008522838,,,No,424024014187736,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217874,,0,No,,971831008580468,,,No,424024014187738,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217870,,0,No,,971831008684228,,,No,424024014187734,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217871,,0,No,,971831008577763,,,No,424024014187735,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217873,,0,No,,971831008508599,,,No,424024014187737,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217866,,0,No,,971831008622020,,,No,424024014187730,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217868,,0,No,,971831008694534,,,No,424024014187732,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217869,,0,No,,971831008626245,,,No,424024014187733,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217865,,0,No,,971831008507600,,,No,424024014187729,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217867,,0,No,,971831008528110,,,No,424024014187731,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217863,,0,No,,971831008685224,,,No,424024014187727,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217862,,0,No,,971831008656022,,,No,424024014187726,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217864,,0,No,,971831008518869,,,No,424024014187728,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217860,,0,No,,971831008644857,,,No,424024014187724,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217861,,0,No,,971831008697163,,,No,424024014187725,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217856,,0,No,,971831008574263,,,No,424024014187720,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217857,,0,No,,971831008615147,,,No,424024014187721,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217859,,0,No,,971831008671204,,,No,424024014187723,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217852,,0,No,,971831008585606,,,No,424024014187716,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217855,,0,No,,971831008628971,,,No,424024014187719,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217858,,0,No,,971831008610483,,,No,424024014187722,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217854,,0,No,,971831008657929,,,No,424024014187718,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217850,,0,No,,971831008597375,,,No,424024014187714,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217851,,0,No,,971831008604672,,,No,424024014187715,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217853,,0,No,,971831008649951,,,No,424024014187717,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217848,,0,No,,971831008632985,,,No,424024014187712,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217847,,0,No,,971831008562090,,,No,424024014187711,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217846,,0,No,,971831008405677,,,No,424024014187710,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217849,,0,No,,971831008665489,,,No,424024014187713,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217844,,0,No,,971831008613071,,,No,424024014187708,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217842,,0,No,,971831008690833,,,No,424024014187706,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217845,,0,No,,971831008634629,,,No,424024014187709,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217843,,0,No,,971831008614217,,,No,424024014187707,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217841,,0,No,,971831008665366,,,No,424024014187705,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217838,,0,No,,971831008626054,,,No,424024014187702,Test Ready,,770257074 ,No,,,ETI M2M SIM
